"Id(((1.397282289872237e-11) + (((2.00000000003195) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((1.0000000000163674) * (Id((x1)^(4)))) + ((1.0000000000163687) * (Id((x0)^(4))))))) / ((1.0) + (((1.0000000000159737) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((1.0000000000163014) * (Id((x0)^(4)))) + ((1.0000000000163007) * (Id((x1)^(4))))))))","[[1.397282289872237e-11,2.00000000003195,1.0000000000163674,1.0000000000163687,1.0000000000159737,1.0000000000163014,1.0000000000163007]]","(((1.397282289872237e-11) + (((2.00000000003195) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((1.0000000000163674) * (((x[:,1])**(4)))) + ((1.0000000000163687) * (((x[:,0])**(4))))))) / ((1.0) + (((1.0000000000159737) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((1.0000000000163014) * (((x[:,0])**(4)))) + ((1.0000000000163007) * (((x[:,1])**(4))))))))"
"Id((1.3307108657455122) + ((2.6998457915433108e-2) * (Id((x1)^(2)))))","[[1.3307108657455122,2.6998457915433108e-2]]","((1.3307108657455122) + ((2.6998457915433108e-2) * (((x[:,1])**(2)))))"
"Id(((-4.1386893911976586e-12) + (((1.0000000000206768) * (Id((x1)^(4)))) + (((1.0000000000203846) * (Id((x0)^(4)))) + ((2.000000000040348) * (Id(((x1)^(4)) * ((x0)^(4)))))))) / ((1.0) + (((1.0000000000205151) * (Id((x0)^(4)))) + (((1.0000000000204996) * (Id((x1)^(4)))) + ((1.0000000000201728) * (Id(((x1)^(4)) * ((x0)^(4)))))))))","[[-4.1386893911976586e-12,1.0000000000206768,1.0000000000203846,2.000000000040348,1.0000000000205151,1.0000000000204996,1.0000000000201728]]","(((-4.1386893911976586e-12) + (((1.0000000000206768) * (((x[:,1])**(4)))) + (((1.0000000000203846) * (((x[:,0])**(4)))) + ((2.000000000040348) * ((((x[:,1])**(4)) * ((x[:,0])**(4)))))))) / ((1.0) + (((1.0000000000205151) * (((x[:,0])**(4)))) + (((1.0000000000204996) * (((x[:,1])**(4)))) + ((1.0000000000201728) * ((((x[:,1])**(4)) * ((x[:,0])**(4)))))))))"
"Id(((1.3880452343073557e-11) + (((2.0000000000319447) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((1.0000000000163667) * (Id((x0)^(4)))) + ((1.0000000000163654) * (Id((x1)^(4))))))) / ((1.0) + (((1.0000000000159708) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((1.0000000000162985) * (Id((x1)^(4)))) + ((1.0000000000162996) * (Id((x0)^(4))))))))","[[1.3880452343073557e-11,2.0000000000319447,1.0000000000163667,1.0000000000163654,1.0000000000159708,1.0000000000162985,1.0000000000162996]]","(((1.3880452343073557e-11) + (((2.0000000000319447) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((1.0000000000163667) * (((x[:,0])**(4)))) + ((1.0000000000163654) * (((x[:,1])**(4))))))) / ((1.0) + (((1.0000000000159708) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((1.0000000000162985) * (((x[:,1])**(4)))) + ((1.0000000000162996) * (((x[:,0])**(4))))))))"
"Id(((2.8970492671476222e-11) + (((2.000000000055688) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((-5.852623615777708e-14) * (Id(((x1)^(4)) * ((x0)^(2))))) + (((1.0801897113090192e-13) * (Id((x1)^(3)))) + (((-1.8112560062899519e-12) * (Id(((x1)^(2)) * ((x0)^(2))))) + (((-1.2729822203800216e-12) * (Id((x1)^(1)))) + (((1.0000000000274083) * (Id((x0)^(4)))) + (((1.0000000000275362) * (Id((x1)^(4)))) + (((8.880729485127858e-12) * (Id((x0)^(2)))) + (((1.0077986840193762e-13) * (Id(((x1)^(2)) * ((x0)^(3))))) + ((-2.1438839482252635e-15) * (Id(((x1)^(4)) * ((x0)^(3))))))))))))))) / ((1.0) + (((-7.461358054577347e-15) * (Id(((x1)^(3)) * ((x0)^(3))))) + (((1.289276056731048e-13) * (Id(((x1)^(1)) * ((x0)^(3))))) + (((1.2409345289846432e-13) * (Id((x1)^(3)))) + (((0.5000000000138567) * (Id((x1)^(4)))) + (((0.5000000000136849) * (Id((x1)^(4)))) + (((-2.5126747393985707e-15) * (Id(((x1)^(1)) * ((x0)^(4))))) + (((-7.537325126973633e-13) * (Id((x1)^(1)))) + (((1.0000000000278404) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((1.0000000000277844) * (Id((x0)^(4)))) + ((-7.537487001582697e-13) * (Id((x1)^(1)))))))))))))))","[[2.8970492671476222e-11,2.000000000055688,-5.852623615777708e-14,1.0801897113090192e-13,-1.8112560062899519e-12,-1.2729822203800216e-12,1.0000000000274083,1.0000000000275362,8.880729485127858e-12,1.0077986840193762e-13,-2.1438839482252635e-15,-7.461358054577347e-15,1.289276056731048e-13,1.2409345289846432e-13,0.5000000000138567,0.5000000000136849,-2.5126747393985707e-15,-7.537325126973633e-13,1.0000000000278404,1.0000000000277844,-7.537487001582697e-13]]","(((2.8970492671476222e-11) + (((2.000000000055688) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((-5.852623615777708e-14) * ((((x[:,1])**(4)) * ((x[:,0])**(2))))) + (((1.0801897113090192e-13) * (((x[:,1])**(3)))) + (((-1.8112560062899519e-12) * ((((x[:,1])**(2)) * ((x[:,0])**(2))))) + (((-1.2729822203800216e-12) * (((x[:,1])**(1)))) + (((1.0000000000274083) * (((x[:,0])**(4)))) + (((1.0000000000275362) * (((x[:,1])**(4)))) + (((8.880729485127858e-12) * (((x[:,0])**(2)))) + (((1.0077986840193762e-13) * ((((x[:,1])**(2)) * ((x[:,0])**(3))))) + ((-2.1438839482252635e-15) * ((((x[:,1])**(4)) * ((x[:,0])**(3))))))))))))))) / ((1.0) + (((-7.461358054577347e-15) * ((((x[:,1])**(3)) * ((x[:,0])**(3))))) + (((1.289276056731048e-13) * ((((x[:,1])**(1)) * ((x[:,0])**(3))))) + (((1.2409345289846432e-13) * (((x[:,1])**(3)))) + (((0.5000000000138567) * (((x[:,1])**(4)))) + (((0.5000000000136849) * (((x[:,1])**(4)))) + (((-2.5126747393985707e-15) * ((((x[:,1])**(1)) * ((x[:,0])**(4))))) + (((-7.537325126973633e-13) * (((x[:,1])**(1)))) + (((1.0000000000278404) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((1.0000000000277844) * (((x[:,0])**(4)))) + ((-7.537487001582697e-13) * (((x[:,1])**(1)))))))))))))))"
"Id((1.3307108657455122) + ((2.6998457915433108e-2) * (Id((x1)^(2)))))","[[1.3307108657455122,2.6998457915433108e-2]]","((1.3307108657455122) + ((2.6998457915433108e-2) * (((x[:,1])**(2)))))"
"Id(((1.1263202385115758) + (((3.0224129852163905e-15) * (Id((x1)^(1)))) + (((2.121148439562494e-3) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((-8.611029927569758e-17) * (Id((x1)^(3)))) + (((-3.304083521903301e-20) * (Id(((x1)^(3)) * ((x0)^(3))))) + (((1.4975934248393316e-2) * (Id((x1)^(2)))) + ((1.570775489940307e-2) * (Id((x0)^(2)))))))))) / ((1.0) + (((1.0626554638723511e-3) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((-6.1937135727313666e-6) * (Id(((x1)^(4)) * ((x0)^(2))))) + ((-5.007359426473725e-17) * (Id(((x1)^(2)) * ((x0)^(1)))))))))","[[1.1263202385115758,3.0224129852163905e-15,2.121148439562494e-3,-8.611029927569758e-17,-3.304083521903301e-20,1.4975934248393316e-2,1.570775489940307e-2,1.0626554638723511e-3,-6.1937135727313666e-6,-5.007359426473725e-17]]","(((1.1263202385115758) + (((3.0224129852163905e-15) * (((x[:,1])**(1)))) + (((2.121148439562494e-3) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((-8.611029927569758e-17) * (((x[:,1])**(3)))) + (((-3.304083521903301e-20) * ((((x[:,1])**(3)) * ((x[:,0])**(3))))) + (((1.4975934248393316e-2) * (((x[:,1])**(2)))) + ((1.570775489940307e-2) * (((x[:,0])**(2)))))))))) / ((1.0) + (((1.0626554638723511e-3) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((-6.1937135727313666e-6) * ((((x[:,1])**(4)) * ((x[:,0])**(2))))) + ((-5.007359426473725e-17) * ((((x[:,1])**(2)) * ((x[:,0])**(1)))))))))"
"Id(((-2.772937435224776e-11) + (((1.0000000000158549) * (Id((x1)^(4)))) + (((2.0000000000308193) * (Id(((x1)^(4)) * ((x0)^(4))))) + ((1.000000000015783) * (Id((x0)^(4))))))) / ((1.0) + (((1.000000000015718) * (Id((x1)^(4)))) + (((1.000000000015721) * (Id((x0)^(4)))) + ((1.0000000000154075) * (Id(((x1)^(4)) * ((x0)^(4)))))))))","[[-2.772937435224776e-11,1.0000000000158549,2.0000000000308193,1.000000000015783,1.000000000015718,1.000000000015721,1.0000000000154075]]","(((-2.772937435224776e-11) + (((1.0000000000158549) * (((x[:,1])**(4)))) + (((2.0000000000308193) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + ((1.000000000015783) * (((x[:,0])**(4))))))) / ((1.0) + (((1.000000000015718) * (((x[:,1])**(4)))) + (((1.000000000015721) * (((x[:,0])**(4)))) + ((1.0000000000154075) * ((((x[:,1])**(4)) * ((x[:,0])**(4)))))))))"
"Id(((-1.460387366591931e-11) + (((1.0000000000182119) * (Id((x0)^(4)))) + (((1.0000000000181133) * (Id((x1)^(4)))) + ((2.000000000035416) * (Id(((x1)^(4)) * ((x0)^(4)))))))) / ((1.0) + (((1.0000000000180487) * (Id((x1)^(4)))) + (((1.000000000017706) * (Id(((x1)^(4)) * ((x0)^(4))))) + ((1.0000000000180898) * (Id((x0)^(4))))))))","[[-1.460387366591931e-11,1.0000000000182119,1.0000000000181133,2.000000000035416,1.0000000000180487,1.000000000017706,1.0000000000180898]]","(((-1.460387366591931e-11) + (((1.0000000000182119) * (((x[:,0])**(4)))) + (((1.0000000000181133) * (((x[:,1])**(4)))) + ((2.000000000035416) * ((((x[:,1])**(4)) * ((x[:,0])**(4)))))))) / ((1.0) + (((1.0000000000180487) * (((x[:,1])**(4)))) + (((1.000000000017706) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + ((1.0000000000180898) * (((x[:,0])**(4))))))))"
"Id(((-1.467581611791502e-11) + (((1.0000000000179146) * (Id((x0)^(4)))) + (((2.00000000003486) * (Id(((x1)^(4)) * ((x0)^(4))))) + ((1.0000000000178448) * (Id((x1)^(4))))))) / ((1.0) + (((1.0000000000174287) * (Id(((x1)^(4)) * ((x0)^(4))))) + (((1.0000000000177955) * (Id((x0)^(4)))) + ((1.0000000000177738) * (Id((x1)^(4))))))))","[[-1.467581611791502e-11,1.0000000000179146,2.00000000003486,1.0000000000178448,1.0000000000174287,1.0000000000177955,1.0000000000177738]]","(((-1.467581611791502e-11) + (((1.0000000000179146) * (((x[:,0])**(4)))) + (((2.00000000003486) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + ((1.0000000000178448) * (((x[:,1])**(4))))))) / ((1.0) + (((1.0000000000174287) * ((((x[:,1])**(4)) * ((x[:,0])**(4))))) + (((1.0000000000177955) * (((x[:,0])**(4)))) + ((1.0000000000177738) * (((x[:,1])**(4))))))))"
